frame,area_ratio,thr,motion,win_hits,cand_ok,in_event,zero_streak,cooldown_left,bbox_x,bbox_y,bbox_w,bbox_h
521,0.00087891,0.00100000,0,0,0,0,0,0,294,248,6,20
522,0.00065674,0.00100000,0,0,0,0,0,0,282,146,12,22
523,0.00064941,0.00100000,0,0,0,0,0,0,293,250,7,19
524,0.00055664,0.00100000,0,0,0,0,0,0,278,254,8,10
525,0.00063965,0.00100000,0,0,0,0,0,0,293,249,7,20
526,0.00065186,0.00100000,0,0,0,0,0,0,273,243,9,25
527,0.00062012,0.00100000,0,0,0,0,0,0,272,243,9,25
528,0.00060791,0.00100000,0,0,0,0,0,0,273,246,8,22
529,0.00067383,0.00100000,0,0,0,0,0,0,273,246,9,22
530,0.00059570,0.00100000,0,0,0,0,0,0,272,247,9,21
531,0.00052979,0.00100000,0,0,0,0,0,0,273,250,8,18
532,0.00050781,0.00100000,0,0,0,0,0,0,273,250,8,16
533,0.00031250,0.00100000,0,0,0,0,0,0,287,251,8,10
534,0.00031982,0.00100000,0,0,0,0,0,0,286,251,8,10
535,0.00022461,0.00100000,0,0,0,0,0,0,286,251,8,10
536,0.00022217,0.00100000,0,0,0,0,0,0,286,251,9,9
537,0.00023926,0.00100000,0,0,0,0,0,0,286,251,9,9
538,0.00026855,0.00100000,0,0,0,0,0,0,286,251,9,9
539,0.00038086,0.00100000,0,0,0,0,0,0,267,246,7,7
540,0.00056885,0.00100000,0,0,0,0,0,0,265,246,8,9
541,0.00056885,0.00100000,0,0,0,0,0,0,279,157,9,11
542,0.00063232,0.00100000,0,0,0,0,0,0,278,148,10,20
543,0.00067627,0.00100000,0,0,0,0,0,0,278,148,9,20
544,0.00064941,0.00100000,0,0,0,0,0,0,277,149,10,19
545,0.00073486,0.00100000,0,0,0,0,0,0,276,149,11,20
546,0.00072754,0.00100000,0,0,0,0,0,0,275,150,11,20
547,0.00076904,0.00100000,0,0,0,0,0,0,274,152,11,18
548,0.00071289,0.00100000,0,0,0,0,0,0,273,152,10,18
549,0.00084961,0.00100000,0,0,0,0,0,0,272,153,10,17
550,0.00089844,0.00100000,0,0,0,0,0,0,270,153,11,19
551,0.00104248,0.00100000,1,1,0,0,0,0,269,152,11,18
552,0.00118164,0.00100000,1,2,0,0,0,0,267,250,20,12
553,0.00112061,0.00100000,1,3,0,0,0,0,267,250,16,12
554,0.00109375,0.00100000,1,4,0,0,0,0,265,250,14,12
555,0.00119629,0.00100000,1,5,0,0,0,0,260,248,19,15
556,0.00103516,0.00100000,1,6,1,1,0,0,256,248,12,16
557,0.00134521,0.00100000,1,7,1,1,0,0,253,232,15,32
558,0.00162354,0.00100000,1,8,1,1,0,0,250,207,23,58
559,0.00154053,0.00100000,1,9,1,1,0,0,249,208,21,57
560,0.00141846,0.00100000,1,10,1,1,0,0,249,209,21,56
561,0.00146973,0.00100000,1,11,1,1,0,0,249,209,21,56
562,0.00145996,0.00100000,1,12,1,1,0,0,249,209,21,56
563,0.00156006,0.00100000,1,13,1,1,0,0,249,208,21,57
564,0.00153809,0.00100000,1,14,1,1,0,0,249,207,21,58
565,0.00148193,0.00100000,1,15,1,1,0,0,250,205,20,60
566,0.00146240,0.00100000,1,16,1,1,0,0,250,204,20,60
567,0.00148193,0.00100000,1,16,1,1,0,0,251,203,19,61
568,0.00156738,0.00100000,1,16,1,1,0,0,251,203,19,60
569,0.00154053,0.00100000,1,16,1,1,0,0,252,203,18,61
570,0.00155029,0.00100000,1,16,1,1,0,0,252,205,17,60
571,0.00152100,0.00100000,1,16,1,1,0,0,252,205,18,60
572,0.00150391,0.00100000,1,16,1,1,0,0,252,206,18,59
573,0.00146729,0.00100000,1,16,1,1,0,0,252,206,17,59
574,0.00141846,0.00100000,1,16,1,1,0,0,252,206,16,58
575,0.00128418,0.00100000,1,16,1,1,0,0,252,233,16,31
576,0.00144775,0.00100000,1,16,1,1,0,0,252,207,16,57
577,0.00129395,0.00100000,1,16,1,1,0,0,253,208,15,55
578,0.00114502,0.00100000,1,16,1,1,0,0,253,224,15,38
579,0.00103516,0.00100000,1,16,1,1,0,0,259,224,7,24
580,0.00097412,0.00100000,0,15,1,1,1,0,258,154,10,21
581,0.00088623,0.00100000,0,14,1,1,2,0,259,225,7,16
582,0.00078369,0.00100000,0,13,1,1,3,0,259,225,7,16
583,0.00082520,0.00100000,0,12,1,1,4,0,259,154,9,20
584,0.00077148,0.00100000,0,11,1,1,5,0,257,247,13,10
585,0.00071045,0.00100000,0,10,1,1,6,0,261,152,7,20
586,0.00072998,0.00100000,0,9,1,1,7,0,262,150,17,20
587,0.00057617,0.00100000,0,8,1,1,8,0,263,159,15,9
588,0.00062012,0.00100000,0,7,1,1,9,0,264,159,14,8
589,0.00066895,0.00100000,0,6,1,0,0,6,264,158,14,9
590,0.00065430,0.00100000,0,0,0,0,0,5,265,149,13,17
591,0.00068115,0.00100000,0,0,0,0,0,4,266,146,12,21
592,0.00062500,0.00100000,0,0,0,0,0,3,267,147,11,20
593,0.00059570,0.00100000,0,0,0,0,0,2,267,157,11,11
594,0.00029541,0.00100000,0,0,0,0,0,1,269,148,8,20
595,0.00030762,0.00100000,0,0,0,0,0,0,269,149,7,10
596,0.00044678,0.00100000,0,0,0,0,0,0,268,243,13,20
597,0.00053955,0.00100000,0,0,0,0,0,0,268,248,17,15
598,0.00054932,0.00100000,0,0,0,0,0,0,279,249,9,15
599,0.00060303,0.00100000,0,0,0,0,0,0,282,250,9,17
600,0.00069824,0.00100000,0,0,0,0,0,0,283,252,10,17
601,0.00067139,0.00100000,0,0,0,0,0,0,283,256,12,13
602,0.00069336,0.00100000,0,0,0,0,0,0,283,258,13,11
603,0.00088623,0.00100000,0,0,0,0,0,0,283,258,13,12
604,0.00084961,0.00100000,0,0,0,0,0,0,283,258,13,11
605,0.00078125,0.00100000,0,0,0,0,0,0,277,254,19,15
606,0.00066162,0.00100000,0,0,0,0,0,0,282,256,14,13
607,0.00056641,0.00100000,0,0,0,0,0,0,283,254,15,16
608,0.00064697,0.00100000,0,0,0,0,0,0,283,252,20,18
609,0.00065918,0.00100000,0,0,0,0,0,0,283,252,24,18
610,0.00066895,0.00100000,0,0,0,0,0,0,283,259,13,11
611,0.00072266,0.00100000,0,0,0,0,0,0,298,248,13,17
612,0.00077393,0.00100000,0,0,0,0,0,0,298,248,13,17
613,0.00091797,0.00100000,0,0,0,0,0,0,298,248,13,17
614,0.00102295,0.00100000,1,1,0,0,0,0,287,236,24,32
615,0.00097656,0.00100000,0,1,0,0,0,0,291,250,20,18
616,0.00097412,0.00100000,0,1,0,0,0,0,296,236,15,32
617,0.00080811,0.00100000,0,1,0,0,0,0,298,236,16,32
618,0.00082031,0.00100000,0,1,0,0,0,0,298,242,20,25
619,0.00083252,0.00100000,0,1,0,0,0,0,298,245,25,22
620,0.00080078,0.00100000,0,1,0,0,0,0,298,245,13,20
621,0.00073242,0.00100000,0,1,0,0,0,0,318,247,12,20
622,0.00094727,0.00100000,0,1,0,0,0,0,320,244,12,24
623,0.00153076,0.00100000,1,2,0,0,0,0,314,212,19,56
624,0.00176514,0.00100000,1,3,0,0,0,0,314,210,20,58
625,0.00181885,0.00100000,1,4,0,0,0,0,314,211,20,57
626,0.00187500,0.00100000,1,5,0,0,0,0,314,211,20,57
627,0.00191650,0.00100000,1,6,1,1,0,0,314,211,20,57
628,0.00199707,0.00100000,1,7,1,1,0,0,314,210,20,58
629,0.00215576,0.00100000,1,8,1,1,0,0,312,209,22,59
630,0.00207520,0.00100000,1,8,1,1,0,0,317,208,17,60
631,0.00195068,0.00100000,1,9,1,1,0,0,319,207,15,61
632,0.00203857,0.00100000,1,10,1,1,0,0,320,206,18,62
633,0.00201416,0.00100000,1,11,1,1,0,0,322,206,18,62
634,0.00187988,0.00100000,1,12,1,1,0,0,324,207,16,61
635,0.00182861,0.00100000,1,13,1,1,0,0,327,208,14,60
636,0.00182617,0.00100000,1,14,1,1,0,0,327,210,14,59
637,0.00190430,0.00100000,1,15,1,1,0,0,328,212,11,47
638,0.00213135,0.00100000,1,16,1,1,0,0,328,212,15,57
639,0.00241699,0.00100000,1,16,1,1,0,0,328,213,17,56
640,0.00276611,0.00100000,1,16,1,1,0,0,328,212,20,57
641,0.00277100,0.00100000,1,16,1,1,0,0,328,212,17,57
642,0.00305908,0.00100000,1,16,1,1,0,0,316,211,30,57
643,0.00317139,0.00100000,1,16,1,1,0,0,328,209,23,58
644,0.00317627,0.00100000,1,16,1,1,0,0,329,209,23,56
645,0.00303467,0.00100000,1,16,1,1,0,0,331,209,21,55
646,0.00311279,0.00100000,1,16,1,1,0,0,334,209,18,55
647,0.00286865,0.00100000,1,16,1,1,0,0,337,207,15,56
648,0.00288086,0.00100000,1,16,1,1,0,0,338,207,15,55
649,0.00303223,0.00100000,1,16,1,1,0,0,339,206,16,56
650,0.00282227,0.00100000,1,16,1,1,0,0,341,205,15,56
651,0.00305664,0.00100000,1,16,1,1,0,0,342,206,14,54
652,0.00310303,0.00100000,1,16,1,1,0,0,344,207,13,54
653,0.00316650,0.00100000,1,16,1,1,0,0,345,207,12,54
654,0.00317139,0.00100000,1,16,1,1,0,0,345,208,13,53
655,0.00297852,0.00100000,1,16,1,1,0,0,345,207,14,54
656,0.00290527,0.00100000,1,16,1,1,0,0,345,206,15,54
657,0.00276367,0.00100000,1,16,1,1,0,0,346,205,15,54
658,0.00274170,0.00100000,1,16,1,1,0,0,348,202,15,57
659,0.00282471,0.00100000,1,16,1,1,0,0,348,201,16,56
660,0.00294678,0.00100000,1,16,1,1,0,0,346,200,20,56
661,0.00297119,0.00100000,1,16,1,1,0,0,352,199,16,48
662,0.00289062,0.00100000,1,16,1,1,0,0,352,200,19,47
663,0.00281250,0.00100000,1,16,1,1,0,0,344,200,30,56
664,0.00276367,0.00100000,1,16,1,1,0,0,344,200,33,56
665,0.00258057,0.00100000,1,16,1,1,0,0,344,201,34,55
666,0.00244629,0.00100000,1,16,1,1,0,0,344,202,34,54
667,0.00235840,0.00100000,1,16,1,1,0,0,344,201,34,55
668,0.00225586,0.00100000,1,16,1,1,0,0,351,200,27,47
669,0.00216553,0.00100000,1,16,1,1,0,0,352,200,26,47
670,0.00199707,0.00100000,1,16,1,1,0,0,353,199,25,48
671,0.00195801,0.00100000,1,16,1,1,0,0,354,198,24,48
672,0.00182861,0.00100000,1,16,1,1,0,0,355,198,23,45
673,0.00182617,0.00100000,1,16,1,1,0,0,355,199,23,43
674,0.00174072,0.00100000,1,16,1,1,0,0,356,199,22,43
675,0.00171387,0.00100000,1,16,1,1,0,0,357,199,21,43
676,0.00170166,0.00100000,1,16,1,1,0,0,358,200,20,46
677,0.00177979,0.00100000,1,16,1,1,0,0,358,200,20,46
678,0.00161133,0.00100000,1,16,1,1,0,0,358,199,19,45
679,0.00166504,0.00100000,1,16,1,1,0,0,358,199,19,47
680,0.00161621,0.00100000,1,16,1,1,0,0,358,199,17,46
681,0.00153076,0.00100000,1,16,1,1,0,0,358,199,16,46
682,0.00147461,0.00100000,1,16,1,1,0,0,358,199,15,46
683,0.00144043,0.00100000,1,16,1,1,0,0,358,199,14,46
684,0.00148438,0.00100000,1,16,1,1,0,0,357,199,14,47
685,0.00160400,0.00100000,1,16,1,1,0,0,356,200,15,46
686,0.00166016,0.00100000,1,16,1,1,0,0,354,200,17,46
687,0.00178467,0.00100000,1,16,1,1,0,0,353,200,18,46
688,0.00176270,0.00100000,1,16,1,1,0,0,351,200,20,46
689,0.00177490,0.00100000,1,16,1,1,0,0,350,200,21,46
690,0.00167969,0.00100000,1,16,1,1,0,0,348,200,23,46
691,0.00171631,0.00100000,1,16,1,1,0,0,347,200,24,46
692,0.00157227,0.00100000,1,16,1,1,0,0,346,199,13,42
693,0.00156006,0.00100000,1,16,1,1,0,0,345,199,14,43
694,0.00156494,0.00100000,1,16,1,1,0,0,344,198,15,43
695,0.00157715,0.00100000,1,16,1,1,0,0,344,198,15,44
696,0.00164307,0.00100000,1,16,1,1,0,0,343,197,25,45
697,0.00178711,0.00100000,1,16,1,1,0,0,342,197,23,45
698,0.00182373,0.00100000,1,16,1,1,0,0,341,196,22,45
699,0.00188721,0.00100000,1,16,1,1,0,0,339,196,21,44
700,0.00184814,0.00100000,1,16,1,1,0,0,337,195,19,45
701,0.00196289,0.00100000,1,16,1,1,0,0,336,195,16,48
702,0.00215332,0.00100000,1,16,1,1,0,0,334,196,17,47
703,0.00221436,0.00100000,1,16,1,1,0,0,333,197,18,47
704,0.00231689,0.00100000,1,16,1,1,0,0,332,198,19,45
705,0.00220703,0.00100000,1,16,1,1,0,0,331,200,19,42
706,0.00204834,0.00100000,1,16,1,1,0,0,330,202,18,39
707,0.00171631,0.00100000,1,16,1,1,0,0,329,203,17,37
708,0.00138672,0.00100000,1,16,1,1,0,0,330,205,15,34
709,0.00149902,0.00100000,1,16,1,1,0,0,329,205,14,34
710,0.00171387,0.00100000,1,16,1,1,0,0,328,203,13,37
711,0.00179443,0.00100000,1,16,1,1,0,0,322,202,19,49
712,0.00196533,0.00100000,1,16,1,1,0,0,322,202,19,50
713,0.00196533,0.00100000,1,16,1,1,0,0,322,202,18,52
714,0.00200195,0.00100000,1,16,1,1,0,0,322,201,18,42
715,0.00192627,0.00100000,1,16,1,1,0,0,322,201,18,53
716,0.00186035,0.00100000,1,16,1,1,0,0,326,200,14,54
717,0.00183594,0.00100000,1,16,1,1,0,0,326,200,14,54
718,0.00175781,0.00100000,1,16,1,1,0,0,326,199,14,55
719,0.00181396,0.00100000,1,16,1,1,0,0,326,198,14,56
720,0.00173828,0.00100000,1,16,1,1,0,0,327,197,14,57
721,0.00172852,0.00100000,1,16,1,1,0,0,329,197,13,57
722,0.00185791,0.00100000,1,16,1,1,0,0,328,198,17,57
723,0.00191406,0.00100000,1,16,1,1,0,0,327,200,19,55
724,0.00186035,0.00100000,1,16,1,1,0,0,326,200,20,55
725,0.00185791,0.00100000,1,16,1,1,0,0,325,199,21,56
726,0.00197998,0.00100000,1,16,1,1,0,0,324,199,22,56
727,0.00187744,0.00100000,1,16,1,1,0,0,324,199,22,56
728,0.00199951,0.00100000,1,16,1,1,0,0,324,198,22,56
729,0.00186523,0.00100000,1,16,1,1,0,0,324,199,22,55
730,0.00181396,0.00100000,1,16,1,1,0,0,324,198,22,55
731,0.00176025,0.00100000,1,16,1,1,0,0,324,199,21,54
732,0.00161621,0.00100000,1,16,1,1,0,0,324,198,13,26
733,0.00140381,0.00100000,1,16,1,1,0,0,324,197,13,19
734,0.00121094,0.00100000,1,16,1,1,0,0,323,196,13,19
735,0.00117432,0.00100000,1,16,1,1,0,0,323,195,12,20
736,0.00114014,0.00100000,1,16,1,1,0,0,323,195,11,18
737,0.00109863,0.00100000,1,16,1,1,0,0,323,194,11,18
738,0.00114258,0.00100000,1,16,1,1,0,0,323,193,10,18
739,0.00114014,0.00100000,1,16,1,1,0,0,323,193,9,18
740,0.00128418,0.00100000,1,16,1,1,0,0,318,140,10,20
741,0.00125732,0.00100000,1,16,1,1,0,0,318,140,10,20
742,0.00134277,0.00100000,1,16,1,1,0,0,321,226,12,24
743,0.00139648,0.00100000,1,16,1,1,0,0,320,225,12,25
744,0.00134277,0.00100000,1,16,1,1,0,0,320,225,12,26
745,0.00134766,0.00100000,1,16,1,1,0,0,311,140,17,28
746,0.00128906,0.00100000,1,16,1,1,0,0,311,140,17,24
747,0.00119629,0.00100000,1,16,1,1,0,0,312,150,16,14
748,0.00102539,0.00100000,1,16,1,1,0,0,321,194,9,18
749,0.00100830,0.00100000,1,16,1,1,0,0,320,226,12,25
750,0.00099365,0.00100000,0,15,1,1,1,0,320,192,10,20
751,0.00092529,0.00100000,0,14,1,1,2,0,320,226,12,25
752,0.00094482,0.00100000,0,13,1,1,3,0,320,226,11,24
753,0.00084961,0.00100000,0,12,1,1,4,0,318,226,17,23
754,0.00073975,0.00100000,0,11,1,1,5,0,317,237,10,11
755,0.00082520,0.00100000,0,10,1,1,6,0,314,237,11,11
756,0.00085205,0.00100000,0,9,1,1,7,0,311,238,10,10
757,0.00075195,0.00100000,0,8,1,1,8,0,308,239,10,9
758,0.00066650,0.00100000,0,7,1,1,9,0,304,240,12,9
759,0.00071777,0.00100000,0,6,1,0,0,6,327,233,11,16
760,0.00074219,0.00100000,0,0,0,0,0,5,301,241,12,10
761,0.00056396,0.00100000,0,0,0,0,0,4,301,242,12,10
762,0.00063232,0.00100000,0,0,0,0,0,3,301,242,12,10
763,0.00057617,0.00100000,0,0,0,0,0,2,301,242,12,10
764,0.00056641,0.00100000,0,0,0,0,0,1,301,242,11,10
765,0.00066895,0.00100000,0,0,0,0,0,0,306,139,9,21
766,0.00080811,0.00100000,0,0,0,0,0,0,301,241,11,10
767,0.00081543,0.00100000,0,0,0,0,0,0,301,240,11,11
768,0.00078369,0.00100000,0,0,0,0,0,0,302,137,12,20
769,0.00067139,0.00100000,0,0,0,0,0,0,301,147,12,11
770,0.00079834,0.00100000,0,0,0,0,0,0,300,147,12,11
771,0.00069336,0.00100000,0,0,0,0,0,0,299,148,13,12
772,0.00066162,0.00100000,0,0,0,0,0,0,298,150,13,12
773,0.00067139,0.00100000,0,0,0,0,0,0,297,141,13,22
774,0.00052734,0.00100000,0,0,0,0,0,0,296,151,12,13
775,0.00054932,0.00100000,0,0,0,0,0,0,294,151,13,14
776,0.00066406,0.00100000,0,0,0,0,0,0,292,151,14,14
777,0.00079834,0.00100000,0,0,0,0,0,0,291,150,14,15
778,0.00072998,0.00100000,0,0,0,0,0,0,289,150,14,15
779,0.00080566,0.00100000,0,0,0,0,0,0,288,142,14,22
780,0.00084229,0.00100000,0,0,0,0,0,0,287,148,14,15
781,0.00091553,0.00100000,0,0,0,0,0,0,285,141,14,22
782,0.00100586,0.00100000,1,1,0,0,0,0,284,147,14,15
783,0.00101074,0.00100000,1,2,0,0,0,0,283,146,14,16
784,0.00104248,0.00100000,1,3,0,0,0,0,284,139,12,20
785,0.00093262,0.00100000,0,3,0,0,0,0,283,145,12,13
786,0.00088623,0.00100000,0,3,0,0,0,0,283,138,11,20
787,0.00083740,0.00100000,0,3,0,0,0,0,281,240,14,10
788,0.00085205,0.00100000,0,3,0,0,0,0,281,144,12,14
789,0.00084229,0.00100000,0,3,0,0,0,0,280,195,12,14
790,0.00070557,0.00100000,0,3,0,0,0,0,280,195,11,15
791,0.00082764,0.00100000,0,3,0,0,0,0,279,139,12,19
792,0.00073975,0.00100000,0,3,0,0,0,0,278,195,12,12
793,0.00076904,0.00100000,0,3,0,0,0,0,278,195,11,13
794,0.00081055,0.00100000,0,3,0,0,0,0,277,141,12,17
795,0.00093750,0.00100000,0,3,0,0,0,0,276,196,12,12
796,0.00090576,0.00100000,0,3,0,0,0,0,275,145,13,14
797,0.00082275,0.00100000,0,3,0,0,0,0,274,195,11,14
798,0.00077637,0.00100000,0,2,0,0,0,0,273,195,10,16
799,0.00090820,0.00100000,0,1,0,0,0,0,273,194,11,19
800,0.00090088,0.00100000,0,0,0,0,0,0,272,194,10,18
801,0.00088135,0.00100000,0,0,0,0,0,0,271,194,11,29
802,0.00103516,0.00100000,1,1,0,0,0,0,270,194,12,19
803,0.00110596,0.00100000,1,2,0,0,0,0,270,193,12,31
804,0.00121338,0.00100000,1,3,0,0,0,0,268,193,14,36
805,0.00117432,0.00100000,1,4,0,0,0,0,267,192,13,30
806,0.00125244,0.00100000,1,5,0,0,0,0,262,192,18,45
807,0.00130859,0.00100000,1,6,1,1,0,0,260,192,20,46
808,0.00131348,0.00100000,1,7,1,1,0,0,262,191,17,40
809,0.00145508,0.00100000,1,8,1,1,0,0,257,191,22,48
810,0.00149658,0.00100000,1,9,1,1,0,0,257,191,21,48
811,0.00154297,0.00100000,1,10,1,1,0,0,257,191,21,48
812,0.00162842,0.00100000,1,11,1,1,0,0,257,191,20,48
813,0.00167480,0.00100000,1,12,1,1,0,0,257,191,20,49
814,0.00186523,0.00100000,1,13,1,1,0,0,257,190,19,50
815,0.00182617,0.00100000,1,14,1,1,0,0,257,190,19,50
816,0.00187012,0.00100000,1,15,1,1,0,0,257,189,18,51
817,0.00194580,0.00100000,1,16,1,1,0,0,257,189,17,51
818,0.00185791,0.00100000,1,16,1,1,0,0,258,189,16,43
819,0.00191406,0.00100000,1,16,1,1,0,0,257,189,16,51
820,0.00190430,0.00100000,1,16,1,1,0,0,257,188,17,44
821,0.00202637,0.00100000,1,16,1,1,0,0,257,188,16,52
822,0.00189209,0.00100000,1,16,1,1,0,0,257,187,15,53
823,0.00198975,0.00100000,1,16,1,1,0,0,256,187,14,53
824,0.00213867,0.00100000,1,16,1,1,0,0,256,187,14,53
825,0.00213135,0.00100000,1,16,1,1,0,0,255,187,14,53
826,0.00201172,0.00100000,1,16,1,1,0,0,255,187,13,52
827,0.00182617,0.00100000,1,16,1,1,0,0,255,187,12,52
828,0.00185303,0.00100000,1,16,1,1,0,0,254,187,12,52
829,0.00183838,0.00100000,1,16,1,1,0,0,254,187,12,51
830,0.00182129,0.00100000,1,16,1,1,0,0,253,187,12,51
831,0.00180908,0.00100000,1,16,1,1,0,0,253,187,11,50
832,0.00176025,0.00100000,1,16,1,1,0,0,252,187,12,48
833,0.00182861,0.00100000,1,16,1,1,0,0,252,187,12,47
834,0.00187256,0.00100000,1,16,1,1,0,0,251,186,11,39
835,0.00185791,0.00100000,1,16,1,1,0,0,250,186,12,37
836,0.00194824,0.00100000,1,16,1,1,0,0,250,185,11,36
837,0.00208252,0.00100000,1,16,1,1,0,0,249,185,12,35
838,0.00212402,0.00100000,1,16,1,1,0,0,248,184,12,36
839,0.00218018,0.00100000,1,16,1,1,0,0,247,184,13,37
840,0.00239746,0.00100000,1,16,1,1,0,0,246,183,14,45
841,0.00239258,0.00100000,1,16,1,1,0,0,245,183,15,50
842,0.00250488,0.00100000,1,16,1,1,0,0,244,183,16,50
843,0.00239014,0.00100000,1,16,1,1,0,0,240,183,20,50
844,0.00249268,0.00100000,1,16,1,1,0,0,238,183,22,50
845,0.00243896,0.00100000,1,16,1,1,0,0,236,183,24,50
846,0.00249023,0.00100000,1,16,1,1,0,0,235,183,25,50
847,0.00256592,0.00100000,1,16,1,1,0,0,235,183,25,49
848,0.00279053,0.00100000,1,16,1,1,0,0,235,183,25,48
849,0.00277344,0.00100000,1,16,1,1,0,0,234,183,26,47
850,0.00274170,0.00100000,1,16,1,1,0,0,235,182,24,47
851,0.00286377,0.00100000,1,16,1,1,0,0,343,150,16,63
852,0.00278564,0.00100000,1,16,1,1,0,0,345,149,15,65
853,0.00296387,0.00100000,1,16,1,1,0,0,346,149,15,67
854,0.00299316,0.00100000,1,16,1,1,0,0,347,149,15,77
855,0.00298828,0.00100000,1,16,1,1,0,0,348,149,15,76
856,0.00298828,0.00100000,1,16,1,1,0,0,350,149,13,61
857,0.00290527,0.00100000,1,16,1,1,0,0,351,149,13,57
858,0.00287842,0.00100000,1,16,1,1,0,0,235,178,12,51
859,0.00266357,0.00100000,1,16,1,1,0,0,235,178,11,51
860,0.00273682,0.00100000,1,16,1,1,0,0,354,148,14,53
861,0.00284912,0.00100000,1,16,1,1,0,0,355,148,14,89
862,0.00278809,0.00100000,1,16,1,1,0,0,357,147,14,64
863,0.00272949,0.00100000,1,16,1,1,0,0,358,147,14,51
864,0.00295166,0.00100000,1,16,1,1,0,0,359,148,14,50
865,0.00282471,0.00100000,1,16,1,1,0,0,359,148,14,50
866,0.00269043,0.00100000,1,16,1,1,0,0,360,148,15,51
867,0.00255127,0.00100000,1,16,1,1,0,0,361,148,14,52
868,0.00260010,0.00100000,1,16,1,1,0,0,362,149,14,51
869,0.00275391,0.00100000,1,16,1,1,0,0,363,149,13,52
870,0.00246094,0.00100000,1,16,1,1,0,0,364,149,13,52
871,0.00271729,0.00100000,1,16,1,1,0,0,365,148,13,53
872,0.00271973,0.00100000,1,16,1,1,0,0,365,149,14,57
873,0.00281738,0.00100000,1,16,1,1,0,0,365,149,14,57
874,0.00278320,0.00100000,1,16,1,1,0,0,367,149,13,57
875,0.00280029,0.00100000,1,16,1,1,0,0,222,170,16,43
876,0.00278076,0.00100000,1,16,1,1,0,0,221,169,17,48
877,0.00282227,0.00100000,1,16,1,1,0,0,220,169,18,53
878,0.00284424,0.00100000,1,16,1,1,0,0,220,169,18,53
879,0.00294189,0.00100000,1,16,1,1,0,0,220,169,18,52
880,0.00300537,0.00100000,1,16,1,1,0,0,219,169,19,42
881,0.00290039,0.00100000,1,16,1,1,0,0,219,169,18,52
882,0.00273437,0.00100000,1,16,1,1,0,0,218,169,19,51
883,0.00264893,0.00100000,1,16,1,1,0,0,218,169,19,44
884,0.00260986,0.00100000,1,16,1,1,0,0,217,168,19,44
885,0.00261230,0.00100000,1,16,1,1,0,0,217,168,19,43
886,0.00249268,0.00100000,1,16,1,1,0,0,217,167,19,49
887,0.00258057,0.00100000,1,16,1,1,0,0,217,167,19,43
888,0.00262207,0.00100000,1,16,1,1,0,0,217,167,19,35
889,0.00277100,0.00100000,1,16,1,1,0,0,216,168,19,48
890,0.00276855,0.00100000,1,16,1,1,0,0,216,166,19,50
891,0.00280029,0.00100000,1,16,1,1,0,0,216,167,19,43
892,0.00274902,0.00100000,1,16,1,1,0,0,217,167,17,43
893,0.00272705,0.00100000,1,16,1,1,0,0,217,167,16,43
894,0.00259766,0.00100000,1,16,1,1,0,0,218,168,15,42
895,0.00252930,0.00100000,1,16,1,1,0,0,218,168,14,42
896,0.00258301,0.00100000,1,16,1,1,0,0,386,187,14,44
897,0.00266602,0.00100000,1,16,1,1,0,0,388,185,13,46
898,0.00266357,0.00100000,1,16,1,1,0,0,390,184,13,47
899,0.00285645,0.00100000,1,16,1,1,0,0,390,183,14,50
900,0.00291260,0.00100000,1,16,1,1,0,0,391,182,14,49
901,0.00289062,0.00100000,1,16,1,1,0,0,391,180,15,51
902,0.00283447,0.00100000,1,16,1,1,0,0,392,180,16,50
